ProdutoID;Produtos;Subcategoria;Categoria;VendalD;Data;ProdutoID;Quantidade;Receita;Custo;Lucro;Regiao;Vendedor;Tipo Perda;Valor Perda;Status da Venda
88;Estojo Escolar;Papelaria;Papelaria;81;04/06/2018;88;2;R$ 3.470,00;R$ 2.012,60;R$ 1.457,40;Norte;Marcos;Sem perda;R$ 0,00;Com Perda
51;Tênis Nike;Calçados;Calçados;20;21/03/2020;51;5;R$ 5.940,00;R$ 3.623,40;R$ 2.316,60;Norte;Marcos;Desconto;R$ 106,00;Com Perda
92;Monitor LG 24;Informática;Informática;42;25/11/2024;92;5;R$ 14.330,00;R$ 7.881,50;R$ 6.448,50;Nordeste;Carlos;Cancelamento;R$ 295,00;Com Perda
6;Samsung Galaxy S23;Smartphones;Eletrônicos;8;06/03/2017;6;2;R$ 2.036,00;R$ 1.241,96;R$ 794,04;Centro-Oeste;Carla;Cancelamento;R$ 384,00;Com Perda
100;Porta Cartão de Couro;Acessórios;Informática;72;22/07/2016;100;9;R$ 42.813,00;R$ 32.537,88;R$ 10.275,12;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda
74;Halter 10kg;Esportes;Esportes;61;24/10/2021;74;8;R$ 16.640,00;R$ 11.148,80;R$ 5.491,20;Sul;Lucas;Devolução;R$ 73,00;Com Perda
26;Teclado Logitech;Acessórios;Informática;34;17/11/2020;26;4;R$ 19.816,00;R$ 12.880,40;R$ 6.935,60;Norte;Marcos;Cancelamento;R$ 102,00;Com Perda
59;Camiseta Básica;Roupas;Roupas;50;25/02/2022;59;10;R$ 46.430,00;R$ 34.822,50;R$ 11.607,50;Norte;Marcos;Devolução;R$ 298,00;Com Perda
87;Mochila Escolar;Papelaria;Papelaria;98;12/02/2021;87;2;R$ 7.992,00;R$ 4.475,52;R$ 3.516,48;Nordeste;Rafael;Sem perda;R$ 0,00;Com Perda
31;Geladeira Brastemp;Eletrodomésticos;Casa;44;10/03/2023;31;5;R$ 1.630,00;R$ 1.222,50;R$ 407,50;Centro-Oeste;Carla;Sem perda;R$ 0,00;Com Perda
17;Notebook Dell Inspiron;Notebooks;Informática;15;16/07/2016;17;6;R$ 26.442,00;R$ 14.014,26;R$ 12.427,74;Sudeste;João;Cancelamento;R$ 442,00;Com Perda
25;Teclado Mecânico Redragon;Acessórios;Informática;74;22/12/2024;25;8;R$ 23.696,00;R$ 18.719,84;R$ 4.976,16;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda
90;Impressora Epson;Informática;Informática;46;27/05/2025;90;1;R$ 2.100,00;R$ 1.134,00;R$ 966,00;Sudeste;João;Sem perda;R$ 0,00;Com Perda
2;iPhone 14;Smartphones;Eletrônicos;92;04/11/2017;2;7;R$ 26.432,00;R$ 15.859,20;R$ 10.572,80;Norte;Paula;Sem perda;R$ 0,00;Com Perda
93;Monitor Samsung 27;Informática;Informática;91;02/04/2015;93;1;R$ 2.405,00;R$ 1.875,90;R$ 529,10;Norte;Paula;Cancelamento;R$ 67,00;Com Perda
19;Notebook Lenovo IdeaPad;Notebooks;Informática;43;25/01/2015;19;7;R$ 13.979,00;R$ 9.226,14;R$ 4.752,86;Centro-Oeste;Diego;Desconto;R$ 428,00;Com Perda
45;Mesa de Jantar 6 lugares;Móveis;Casa;100;19/10/2016;45;3;R$ 7.164,00;R$ 3.868,56;R$ 3.295,44;Norte;Paula;Cancelamento;R$ 209,00;Com Perda
76;Bicicleta Ergométrica;Esportes;Esportes;54;26/01/2015;76;5;R$ 2.770,00;R$ 1.523,50;R$ 1.246,50;Norte;Paula;Devolução;R$ 69,00;Com Perda
44;Mesa de Jantar 4 lugares;Móveis;Casa;38;06/09/2022;44;1;R$ 2.289,00;R$ 1.602,30;R$ 686,70;Norte;Marcos;Cancelamento;R$ 285,00;Com Perda
77;Pneu Aro 13;Automotivo;Automotivo;83;04/05/2024;77;6;R$ 27.984,00;R$ 22.107,36;R$ 5.876,64;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda
66;Creme Facial;Beleza;Beleza;36;16/10/2019;66;5;R$ 6.660,00;R$ 5.328,00;R$ 1.332,00;Sul;Bruno;Desconto;R$ 339,00;Com Perda
25;Teclado Mecânico Redragon;Acessórios;Informática;33;08/01/2019;25;9;R$ 2.187,00;R$ 1.290,33;R$ 896,67;Nordeste;Carlos;Cancelamento;R$ 140,00;Com Perda
74;Halter 10kg;Esportes;Esportes;29;09/03/2019;74;6;R$ 10.230,00;R$ 7.161,00;R$ 3.069,00;Norte;Juliana;Desconto;R$ 122,00;Com Perda
33;Geladeira Samsung;Eletrodomésticos;Casa;73;13/05/2018;33;2;R$ 9.698,00;R$ 5.236,92;R$ 4.461,08;Sul;Maria;Devolução;R$ 355,00;Com Perda
91;Scanner Epson;Informática;Informática;87;22/02/2022;91;5;R$ 14.370,00;R$ 8.765,70;R$ 5.604,30;Centro-Oeste;Carla;Cancelamento;R$ 218,00;Com Perda
90;Impressora Epson;Informática;Informática;15;12/09/2017;90;2;R$ 5.456,00;R$ 3.928,32;R$ 1.527,68;Nordeste;Fernanda;Desconto;R$ 128,00;Com Perda
81;Bateria Automotiva;Automotivo;Automotivo;8;11/06/2016;81;1;R$ 1.750,00;R$ 927,50;R$ 822,50;Norte;Paula;Sem perda;R$ 0,00;Com Perda
4;Samsung Galaxy S21;Smartphones;Eletrônicos;64;26/04/2020;4;1;R$ 1.444,00;R$ 1.025,24;R$ 418,76;Sudeste;Pedro;Desconto;R$ 115,00;Com Perda
71;Bola de Basquete;Esportes;Esportes;13;14/08/2021;71;10;R$ 19.120,00;R$ 10.707,20;R$ 8.412,80;Centro-Oeste;Carla;Cancelamento;R$ 371,00;Com Perda
60;Jaqueta Jeans;Roupas;Roupas;87;16/09/2020;60;8;R$ 25.840,00;R$ 13.178,40;R$ 12.661,60;Sudeste;João;Cancelamento;R$ 283,00;Com Perda
9;Motorola Edge 30;Smartphones;Eletrônicos;13;18/03/2016;9;8;R$ 31.448,00;R$ 18.554,32;R$ 12.893,68;Sul;Lucas;Cancelamento;R$ 418,00;Com Perda
70;Bola de Futebol;Esportes;Esportes;67;25/01/2023;70;2;R$ 5.844,00;R$ 3.447,96;R$ 2.396,04;Norte;Marcos;Sem perda;R$ 0,00;Com Perda
36;Air Fryer Mondial;Eletrodomésticos;Casa;37;11/05/2017;36;6;R$ 15.612,00;R$ 10.460,04;R$ 5.151,96;Sul;Bruno;Desconto;R$ 467,00;Com Perda
10;Motorola G200;Smartphones;Eletrônicos;23;16/07/2019;10;5;R$ 19.805,00;R$ 15.645,95;R$ 4.159,05;Sul;Lucas;Devolução;R$ 155,00;Com Perda
82;Palheta Limpador;Automotivo;Automotivo;42;18/04/2024;82;10;R$ 31.780,00;R$ 19.703,60;R$ 12.076,40;Sudeste;João;Devolução;R$ 435,00;Com Perda
73;Halter 5kg;Esportes;Esportes;9;25/12/2015;73;4;R$ 15.944,00;R$ 8.290,88;R$ 7.653,12;Centro-Oeste;Diego;Devolução;R$ 80,00;Com Perda
94;Roteador Wi-Fi;Informática;Informática;4;02/12/2015;94;6;R$ 11.076,00;R$ 7.974,72;R$ 3.101,28;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda
2;iPhone 14;Smartphones;Eletrônicos;37;16/11/2015;2;10;R$ 24.750,00;R$ 16.830,00;R$ 7.920,00;Sudeste;Ana;Desconto;R$ 369,00;Com Perda
35;Microondas LG;Eletrodomésticos;Casa;34;02/04/2019;35;5;R$ 9.350,00;R$ 6.077,50;R$ 3.272,50;Centro-Oeste;André;Devolução;R$ 109,00;Com Perda
15;Smart TV TCL 43;TVs;Eletrônicos;26;02/12/2017;15;6;R$ 16.536,00;R$ 10.417,68;R$ 6.118,32;Norte;Paula;Sem perda;R$ 0,00;Com Perda
64;Perfume Masculino;Beleza;Beleza;16;20/08/2025;64;10;R$ 15.310,00;R$ 9.032,90;R$ 6.277,10;Nordeste;Rafael;Sem perda;R$ 0,00;Com Perda
20;Notebook Lenovo ThinkPad;Notebooks;Informática;66;15/06/2021;20;3;R$ 5.469,00;R$ 4.375,20;R$ 1.093,80;Centro-Oeste;André;Desconto;R$ 140,00;Com Perda
18;Notebook Dell XPS;Notebooks;Informática;68;22/10/2021;18;6;R$ 24.732,00;R$ 18.054,36;R$ 6.677,64;Sul;Bruno;Devolução;R$ 466,00;Com Perda
14;Smart TV Samsung 55;TVs;Eletrônicos;74;20/02/2020;14;3;R$ 8.463,00;R$ 4.316,13;R$ 4.146,87;Sul;Lucas;Desconto;R$ 271,00;Com Perda
45;Mesa de Jantar 6 lugares;Móveis;Casa;17;12/02/2017;45;9;R$ 16.110,00;R$ 9.343,80;R$ 6.766,20;Nordeste;Carlos;Devolução;R$ 181,00;Com Perda
96;HD Externo 1TB;Informática;Informática;6;12/10/2023;96;9;R$ 1.737,00;R$ 1.181,16;R$ 555,84;Sul;Lucas;Devolução;R$ 151,00;Com Perda
100;Porta Cartão de Couro;Acessórios;Informática;6;17/11/2024;100;2;R$ 568,00;R$ 369,20;R$ 198,80;Centro-Oeste;Diego;Cancelamento;R$ 408,00;Com Perda
33;Geladeira Samsung;Eletrodomésticos;Casa;75;03/08/2025;33;9;R$ 15.804,00;R$ 9.956,52;R$ 5.847,48;Norte;Paula;Desconto;R$ 271,00;Com Perda
66;Creme Facial;Beleza;Beleza;58;17/06/2020;66;6;R$ 27.432,00;R$ 16.184,88;R$ 11.247,12;Sul;Bruno;Cancelamento;R$ 429,00;Com Perda
45;Mesa de Jantar 6 lugares;Móveis;Casa;24;17/09/2023;45;6;R$ 20.262,00;R$ 11.751,96;R$ 8.510,04;Norte;Marcos;Devolução;R$ 367,00;Com Perda
72;Bola de Vôlei;Esportes;Esportes;100;17/02/2023;72;6;R$ 25.998,00;R$ 20.018,46;R$ 5.979,54;Sudeste;João;Desconto;R$ 402,00;Com Perda
11;Smart TV LG 43;TVs;Eletrônicos;66;27/05/2025;11;1;R$ 2.865,00;R$ 2.292,00;R$ 573,00;Sul;Lucas;Desconto;R$ 242,00;Com Perda
10;Motorola G200;Smartphones;Eletrônicos;13;14/12/2021;10;9;R$ 8.478,00;R$ 5.849,82;R$ 2.628,18;Norte;Paula;Sem perda;R$ 0,00;Com Perda
48;Guarda-Roupa Solteiro;Móveis;Casa;9;03/12/2019;48;4;R$ 1.068,00;R$ 566,04;R$ 501,96;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda
5;Samsung Galaxy S22;Smartphones;Eletrônicos;92;19/06/2018;5;3;R$ 12.696,00;R$ 6.982,80;R$ 5.713,20;Centro-Oeste;Diego;Desconto;R$ 298,00;Com Perda
66;Creme Facial;Beleza;Beleza;61;25/12/2024;66;6;R$ 3.066,00;R$ 2.238,18;R$ 827,82;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda
54;Sapato Social Masculino;Calçados;Calçados;61;10/09/2016;54;8;R$ 4.904,00;R$ 2.893,36;R$ 2.010,64;Sudeste;João;Cancelamento;R$ 227,00;Com Perda
16;Smart TV Philips 50;TVs;Eletrônicos;3;14/12/2016;16;9;R$ 23.652,00;R$ 12.299,04;R$ 11.352,96;Nordeste;Rafael;Sem perda;R$ 0,00;Com Perda
97;SSD 500GB;Informática;Informática;70;05/07/2022;97;3;R$ 5.142,00;R$ 2.673,84;R$ 2.468,16;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;70;07/05/2021;41;1;R$ 3.975,00;R$ 2.782,50;R$ 1.192,50;Nordeste;Rafael;Sem perda;R$ 0,00;Com Perda
30;Webcam Full HD;Acessórios;Informática;68;08/03/2021;30;10;R$ 6.090,00;R$ 3.349,50;R$ 2.740,50;Norte;Marcos;Cancelamento;R$ 79,00;Com Perda
56;Chinelo Havaianas;Calçados;Calçados;70;07/11/2025;56;8;R$ 8.952,00;R$ 6.893,04;R$ 2.058,96;Sul;Bruno;Desconto;R$ 168,00;Com Perda
5;Samsung Galaxy S22;Smartphones;Eletrônicos;91;05/11/2021;5;6;R$ 27.942,00;R$ 19.279,98;R$ 8.662,02;Sul;Maria;Cancelamento;R$ 478,00;Com Perda
14;Smart TV Samsung 55;TVs;Eletrônicos;47;22/02/2017;14;8;R$ 24.600,00;R$ 19.434,00;R$ 5.166,00;Sudeste;João;Devolução;R$ 126,00;Com Perda
14;Smart TV Samsung 55;TVs;Eletrônicos;52;15/01/2020;14;4;R$ 15.792,00;R$ 12.475,68;R$ 3.316,32;Nordeste;Fernanda;Devolução;R$ 298,00;Com Perda
21;MacBook Air;Notebooks;Informática;25;28/04/2025;21;2;R$ 7.896,00;R$ 4.895,52;R$ 3.000,48;Sudeste;Ana;Devolução;R$ 255,00;Com Perda
40;Máquina de Lavar Brastemp;Eletrodomésticos;Casa;42;07/06/2022;40;3;R$ 1.869,00;R$ 1.401,75;R$ 467,25;Sul;Maria;Desconto;R$ 234,00;Com Perda
30;Webcam Full HD;Acessórios;Informática;67;21/12/2021;30;7;R$ 11.865,00;R$ 8.780,10;R$ 3.084,90;Sul;Maria;Desconto;R$ 224,00;Com Perda
31;Geladeira Brastemp;Eletrodomésticos;Casa;2;04/07/2022;31;10;R$ 15.820,00;R$ 8.068,20;R$ 7.751,80;Centro-Oeste;Diego;Desconto;R$ 326,00;Com Perda
73;Halter 5kg;Esportes;Esportes;94;23/07/2015;73;10;R$ 13.870,00;R$ 10.679,90;R$ 3.190,10;Norte;Paula;Cancelamento;R$ 355,00;Com Perda
5;Samsung Galaxy S22;Smartphones;Eletrônicos;92;16/11/2024;5;1;R$ 719,00;R$ 373,88;R$ 345,12;Nordeste;Fernanda;Sem perda;R$ 0,00;Com Perda
5;Samsung Galaxy S22;Smartphones;Eletrônicos;25;19/02/2020;5;7;R$ 11.116,00;R$ 6.780,76;R$ 4.335,24;Sul;Maria;Devolução;R$ 350,00;Com Perda
50;Cama Box Solteiro;Móveis;Casa;3;19/05/2022;50;1;R$ 3.299,00;R$ 1.913,42;R$ 1.385,58;Norte;Marcos;Devolução;R$ 291,00;Com Perda
81;Bateria Automotiva;Automotivo;Automotivo;26;18/02/2019;81;8;R$ 14.408,00;R$ 9.077,04;R$ 5.330,96;Norte;Juliana;Desconto;R$ 469,00;Com Perda
47;Guarda-Roupa Casal;Móveis;Casa;12;03/12/2022;47;7;R$ 17.451,00;R$ 11.517,66;R$ 5.933,34;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda
24;Mouse Gamer Redragon;Acessórios;Informática;48;10/01/2016;24;4;R$ 11.036,00;R$ 8.718,44;R$ 2.317,56;Nordeste;Fernanda;Desconto;R$ 265,00;Com Perda
72;Bola de Vôlei;Esportes;Esportes;2;23/06/2025;72;8;R$ 38.440,00;R$ 30.752,00;R$ 7.688,00;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda
30;Webcam Full HD;Acessórios;Informática;96;01/04/2021;30;3;R$ 3.435,00;R$ 2.748,00;R$ 687,00;Centro-Oeste;André;Desconto;R$ 411,00;Com Perda
7;Xiaomi Redmi Note 11;Smartphones;Eletrônicos;30;25/04/2025;7;5;R$ 10.970,00;R$ 7.569,30;R$ 3.400,70;Centro-Oeste;Carla;Desconto;R$ 188,00;Com Perda
78;Pneu Aro 15;Automotivo;Automotivo;36;25/01/2025;78;4;R$ 17.648,00;R$ 11.647,68;R$ 6.000,32;Centro-Oeste;André;Cancelamento;R$ 286,00;Com Perda
73;Halter 5kg;Esportes;Esportes;34;22/10/2022;73;1;R$ 390,00;R$ 273,00;R$ 117,00;Sudeste;João;Cancelamento;R$ 484,00;Com Perda
85;Caneta Esferográfica;Papelaria;Papelaria;9;15/11/2024;85;3;R$ 13.860,00;R$ 11.088,00;R$ 2.772,00;Sudeste;João;Sem perda;R$ 0,00;Com Perda
23;Mouse Logitech;Acessórios;Informática;88;05/04/2023;23;10;R$ 37.540,00;R$ 26.653,40;R$ 10.886,60;Nordeste;Carlos;Desconto;R$ 214,00;Com Perda
8;Xiaomi Redmi Note 12;Smartphones;Eletrônicos;22;23/08/2023;8;9;R$ 31.815,00;R$ 25.133,85;R$ 6.681,15;Sudeste;Pedro;Cancelamento;R$ 293,00;Com Perda
60;Jaqueta Jeans;Roupas;Roupas;39;10/02/2016;60;5;R$ 17.965,00;R$ 10.419,70;R$ 7.545,30;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda
36;Air Fryer Mondial;Eletrodomésticos;Casa;55;04/03/2024;36;4;R$ 7.936,00;R$ 4.126,72;R$ 3.809,28;Norte;Paula;Cancelamento;R$ 125,00;Com Perda
10;Motorola G200;Smartphones;Eletrônicos;37;06/02/2021;10;3;R$ 8.325,00;R$ 5.161,50;R$ 3.163,50;Centro-Oeste;André;Cancelamento;R$ 247,00;Com Perda
71;Bola de Basquete;Esportes;Esportes;39;25/04/2015;71;1;R$ 927,00;R$ 741,60;R$ 185,40;Nordeste;Rafael;Devolução;R$ 381,00;Com Perda
33;Geladeira Samsung;Eletrodomésticos;Casa;33;13/08/2015;33;9;R$ 32.337,00;R$ 18.432,09;R$ 13.904,91;Centro-Oeste;Diego;Cancelamento;R$ 130,00;Com Perda
15;Smart TV TCL 43;TVs;Eletrônicos;100;08/09/2021;15;5;R$ 8.540,00;R$ 5.124,00;R$ 3.416,00;Centro-Oeste;Diego;Desconto;R$ 111,00;Com Perda
60;Jaqueta Jeans;Roupas;Roupas;66;16/10/2017;60;4;R$ 15.704,00;R$ 8.951,28;R$ 6.752,72;Norte;Marcos;Desconto;R$ 209,00;Com Perda
9;Motorola Edge 30;Smartphones;Eletrônicos;21;15/12/2017;9;9;R$ 38.421,00;R$ 20.747,34;R$ 17.673,66;Sul;Maria;Devolução;R$ 180,00;Com Perda
45;Mesa de Jantar 6 lugares;Móveis;Casa;18;09/01/2017;45;6;R$ 19.932,00;R$ 15.347,64;R$ 4.584,36;Centro-Oeste;Diego;Devolução;R$ 228,00;Com Perda
5;Samsung Galaxy S22;Smartphones;Eletrônicos;83;01/01/2021;5;5;R$ 4.245,00;R$ 3.268,65;R$ 976,35;Centro-Oeste;Carla;Desconto;R$ 357,00;Com Perda
66;Creme Facial;Beleza;Beleza;57;19/10/2021;66;3;R$ 9.663,00;R$ 6.280,95;R$ 3.382,05;Sudeste;João;Desconto;R$ 372,00;Com Perda
20;Notebook Lenovo ThinkPad;Notebooks;Informática;11;06/03/2020;20;8;R$ 36.040,00;R$ 28.832,00;R$ 7.208,00;Norte;Marcos;Cancelamento;R$ 160,00;Com Perda
10;Motorola G200;Smartphones;Eletrônicos;89;17/09/2021;10;9;R$ 33.759,00;R$ 26.669,61;R$ 7.089,39;Sudeste;Ana;Cancelamento;R$ 390,00;Com Perda
65;Perfume Feminino;Beleza;Beleza;43;28/02/2020;65;10;R$ 2.920,00;R$ 1.927,20;R$ 992,80;Nordeste;Rafael;Desconto;R$ 354,00;Com Perda
68;Shampoo;Beleza;Beleza;7;19/06/2025;68;8;R$ 14.520,00;R$ 10.599,60;R$ 3.920,40;Nordeste;Rafael;Cancelamento;R$ 303,00;Com Perda
25;Teclado Mecânico Redragon;Acessórios;Informática;51;22/10/2015;25;3;R$ 2.778,00;R$ 2.083,50;R$ 694,50;Centro-Oeste;Carla;Desconto;R$ 171,00;Com Perda
63;Vestido Social;Roupas;Roupas;13;15/08/2021;63;6;R$ 12.984,00;R$ 7.011,36;R$ 5.972,64;Norte;Marcos;Sem perda;R$ 0,00;Com Perda
17;Notebook Dell Inspiron;Notebooks;Informática;13;25/03/2021;17;1;R$ 2.389,00;R$ 1.481,18;R$ 907,82;Centro-Oeste;Carla;Cancelamento;R$ 317,00;Com Perda
99;Pen Drive 128GB;Informática;Informática;26;05/10/2015;99;3;R$ 12.123,00;R$ 8.486,10;R$ 3.636,90;Centro-Oeste;André;Cancelamento;R$ 100,00;Com Perda
89;Impressora HP;Informática;Informática;95;12/01/2015;89;8;R$ 12.504,00;R$ 8.627,76;R$ 3.876,24;Centro-Oeste;André;Devolução;R$ 340,00;Com Perda
49;Cama Box Casal;Móveis;Casa;69;14/04/2021;49;5;R$ 7.510,00;R$ 4.956,60;R$ 2.553,40;Sul;Bruno;Sem perda;R$ 0,00;Com Perda
56;Chinelo Havaianas;Calçados;Calçados;55;02/07/2025;56;5;R$ 6.595,00;R$ 5.078,15;R$ 1.516,85;Norte;Paula;Desconto;R$ 378,00;Com Perda
79;Pneu Aro 17;Automotivo;Automotivo;99;22/10/2016;79;2;R$ 8.690,00;R$ 4.431,90;R$ 4.258,10;Centro-Oeste;Carla;Sem perda;R$ 0,00;Com Perda
2;iPhone 14;Smartphones;Eletrônicos;70;15/02/2023;2;5;R$ 18.375,00;R$ 10.290,00;R$ 8.085,00;Norte;Paula;Desconto;R$ 203,00;Com Perda
48;Guarda-Roupa Solteiro;Móveis;Casa;24;04/04/2018;48;8;R$ 7.864,00;R$ 6.212,56;R$ 1.651,44;Centro-Oeste;Diego;Sem perda;R$ 0,00;Com Perda
42;Sofá 2 Lugares;Móveis;Casa;14;16/09/2020;42;9;R$ 1.557,00;R$ 856,35;R$ 700,65;Nordeste;Fernanda;Sem perda;R$ 0,00;Com Perda
77;Pneu Aro 13;Automotivo;Automotivo;90;16/04/2017;77;1;R$ 1.168,00;R$ 817,60;R$ 350,40;Sudeste;Pedro;Cancelamento;R$ 242,00;Com Perda
75;Esteira Elétrica;Esportes;Esportes;8;27/06/2023;75;8;R$ 12.784,00;R$ 9.332,32;R$ 3.451,68;Norte;Paula;Sem perda;R$ 0,00;Com Perda
86;Lápis HB;Papelaria;Papelaria;64;09/05/2020;86;9;R$ 37.323,00;R$ 22.020,57;R$ 15.302,43;Norte;Paula;Devolução;R$ 111,00;Com Perda
3;iPhone 15;Smartphones;Eletrônicos;9;04/04/2016;3;8;R$ 21.600,00;R$ 11.664,00;R$ 9.936,00;Nordeste;Fernanda;Devolução;R$ 231,00;Com Perda
89;Impressora HP;Informática;Informática;89;20/12/2016;89;10;R$ 17.570,00;R$ 13.001,80;R$ 4.568,20;Norte;Paula;Desconto;R$ 302,00;Com Perda
94;Roteador Wi-Fi;Informática;Informática;93;07/08/2022;94;2;R$ 8.164,00;R$ 4.245,28;R$ 3.918,72;Sul;Lucas;Cancelamento;R$ 312,00;Com Perda
54;Sapato Social Masculino;Calçados;Calçados;63;26/12/2016;54;10;R$ 31.220,00;R$ 17.171,00;R$ 14.049,00;Centro-Oeste;André;Cancelamento;R$ 73,00;Com Perda
90;Impressora Epson;Informática;Informática;11;04/04/2017;90;4;R$ 1.296,00;R$ 972,00;R$ 324,00;Nordeste;Carlos;Devolução;R$ 149,00;Com Perda
96;HD Externo 1TB;Informática;Informática;78;21/01/2017;96;5;R$ 20.355,00;R$ 14.044,95;R$ 6.310,05;Sul;Maria;Sem perda;R$ 0,00;Com Perda
37;Air Fryer Philips;Eletrodomésticos;Casa;4;10/07/2015;37;8;R$ 2.704,00;R$ 1.703,52;R$ 1.000,48;Nordeste;Fernanda;Desconto;R$ 260,00;Com Perda
86;Lápis HB;Papelaria;Papelaria;71;08/12/2022;86;1;R$ 1.171,00;R$ 737,73;R$ 433,27;Sudeste;João;Sem perda;R$ 0,00;Com Perda
54;Sapato Social Masculino;Calçados;Calçados;30;22/09/2019;54;1;R$ 1.441,00;R$ 821,37;R$ 619,63;Sul;Lucas;Sem perda;R$ 0,00;Com Perda
5;Samsung Galaxy S22;Smartphones;Eletrônicos;12;02/01/2015;5;7;R$ 34.664,00;R$ 27.731,20;R$ 6.932,80;Centro-Oeste;André;Devolução;R$ 318,00;Com Perda
23;Mouse Logitech;Acessórios;Informática;84;09/10/2018;23;4;R$ 8.860,00;R$ 4.784,40;R$ 4.075,60;Sudeste;João;Desconto;R$ 251,00;Com Perda
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;78;09/07/2016;41;6;R$ 10.998,00;R$ 7.368,66;R$ 3.629,34;Sudeste;Ana;Sem perda;R$ 0,00;Com Perda
46;Cadeira Gamer;Móveis;Casa;48;05/08/2015;46;7;R$ 7.364,00;R$ 5.007,52;R$ 2.356,48;Nordeste;Rafael;Desconto;R$ 489,00;Com Perda
35;Microondas LG;Eletrodomésticos;Casa;50;09/05/2016;35;8;R$ 33.280,00;R$ 22.297,60;R$ 10.982,40;Sudeste;João;Sem perda;R$ 0,00;Com Perda
70;Bola de Futebol;Esportes;Esportes;77;01/06/2021;70;4;R$ 2.492,00;R$ 1.918,84;R$ 573,16;Sudeste;João;Sem perda;R$ 0,00;Com Perda
41;Máquina de Lavar Electrolux;Eletrodomésticos;Casa;1;04/04/2022;41;8;R$ 15.488,00;R$ 9.447,68;R$ 6.040,32;Norte;Marcos;Desconto;R$ 203,00;Com Perda
72;Bola de Vôlei;Esportes;Esportes;60;10/12/2018;72;3;R$ 5.946,00;R$ 4.578,42;R$ 1.367,58;Nordeste;Fernanda;Desconto;R$ 352,00;Com Perda
39;Fogão 5 bocas;Eletrodomésticos;Casa;57;02/05/2023;39;10;R$ 48.480,00;R$ 24.724,80;R$ 23.755,20;Sul;Bruno;Desconto;R$ 218,00;Com Perda
92;Monitor LG 24;Informática;Informática;71;23/01/2025;92;6;R$ 22.326,00;R$ 14.958,42;R$ 7.367,58;Nordeste;Carlos;Sem perda;R$ 0,00;Com Perda
99;Pen Drive 128GB;Informática;Informática;98;27/08/2015;99;7;R$ 24.738,00;R$ 12.616,38;R$ 12.121,62;Sudeste;Pedro;Sem perda;R$ 0,00;Com Perda
64;Perfume Masculino;Beleza;Beleza;74;04/12/2020;64;5;R$ 2.090,00;R$ 1.651,10;R$ 438,90;Sudeste;João;Cancelamento;R$ 64,00;Com Perda
77;Pneu Aro 13;Automotivo;Automotivo;16;11/04/2025;77;7;R$ 29.204,00;R$ 14.894,04;R$ 14.309,96;Norte;Paula;Sem perda;R$ 0,00;Com Perda
75;Esteira Elétrica;Esportes;Esportes;80;19/02/2016;75;6;R$ 16.446,00;R$ 8.387,46;R$ 8.058,54;Centro-Oeste;André;Devolução;R$ 225,00;Com Perda
65;Perfume Feminino;Beleza;Beleza;92;16/02/2024;65;1;R$ 2.029,00;R$ 1.278,27;R$ 750,73;Sul;Maria;Sem perda;R$ 0,00;Com Perda
68;Shampoo;Beleza;Beleza;92;21/06/2024;68;7;R$ 4.697,00;R$ 3.287,90;R$ 1.409,10;Centro-Oeste;Carla;Desconto;R$ 307,00;Com Perda
14;Smart TV Samsung 55;TVs;Eletrônicos;81;28/12/2021;14;3;R$ 3.594,00;R$ 2.479,86;R$ 1.114,14;Sul;Bruno;Cancelamento;R$ 264,00;Com Perda
54;Sapato Social Masculino;Calçados;Calçados;14;03/02/2016;54;7;R$ 34.692,00;R$ 18.039,84;R$ 16.652,16;Centro-Oeste;Carla;Cancelamento;R$ 367,00;Com Perda
68;Shampoo;Beleza;Beleza;74;05/07/2016;68;4;R$ 784,00;R$ 572,32;R$ 211,68;Norte;Marcos;Desconto;R$ 171,00;Com Perda
25;Teclado Mecânico Redragon;Acessórios;Informática;100;20/02/2023;25;6;R$ 660,00;R$ 448,80;R$ 211,20;Centro-Oeste;Carla;Desconto;R$ 425,00;Com Perda
82;Palheta Limpador;Automotivo;Automotivo;14;03/04/2017;82;6;R$ 26.268,00;R$ 17.336,88;R$ 8.931,12;Centro-Oeste;Diego;Devolução;R$ 247,00;Com Perda
19;Notebook Lenovo IdeaPad;Notebooks;Informática;13;23/09/2024;19;4;R$ 8.684,00;R$ 6.947,20;R$ 1.736,80;Nordeste;Rafael;Cancelamento;R$ 212,00;Com Perda
93;Monitor Samsung 27;Informática;Informática;42;03/03/2018;93;2;R$ 7.236,00;R$ 4.558,68;R$ 2.677,32;Sul;Lucas;Sem perda;R$ 0,00;Com Perda
